// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sc417_spa_2	你這麼想摸我的尾巴嗎？好吧…但要輕一點。
sc417_spa_3	我也想在這裡吃你烤的肉。只要一點點就夠，只要是你烤的就好了。
sc417_spa_4	尋找新戀情可不是件容易的事。啊…不知道這裡有沒有人會想成為我的戀人呢？
sc417_spa_5	最近，我對肉的胃口比較容易滿足。這是因為…你讓我很滿足。
sc417_spa_max	我想你應該注意到了，肉對我來說是必需品。但是，如果要我在肉跟你之間選擇的話，我會選擇你。就是這樣。
sc418_spa_1	啊…這真是個…放鬆的好地方。
sc418_spa_2	這溫泉感覺真舒服，感覺就像是九尾狐的魅術一樣。真是棒極了…
sc418_spa_3	我和惡魔對戰，並保護所有人…正是為了此刻。
sc418_spa_4	啊。我知道我無論如何都不應該放鬆戒備，但是每次來這裡，我的心就融化了。
sc418_spa_5	有時候，我在想溫泉的熱和人心的溫暖十分相似。你也這麼覺得嗎，老大？
sc418_spa_max	這地方感覺真舒服。如果每個人都能夠有我現在的感受—也許這個世界就可以和平多了。
sc419_spa_1	那個…可以不要這樣盯著我看嗎？感覺很害羞。
sc419_spa_2	…你喜歡眼前看到的吧。
sc419_spa_3	歡迎。
sc419_spa_4	沒關係的。但還真是有點害羞呢…
sc419_spa_5	所以…你覺得我怎麼樣呢…？
sc419_spa_max	你一定要逼我說出口嗎？你真色…
sc420_spa_1	啊，真是神清氣爽呢。
sc420_spa_2	你有什麽話想跟我說嗎？
sc420_spa_3	喂，別用那種表情看我。
sc420_spa_4	…我對你來說就這麼沒有魅力嗎？
sc420_spa_5	你最近很忙嗎？\還是有什麼煩惱呢？
sc420_spa_max	我愛你。
sc421_spa_1	嗯—嗯 ♪
sc421_spa_2	別擔心。沒事的。
sc421_spa_3	我會等你的，所以請再度光臨喔。
sc421_spa_4	我會一直陪著你的。
sc421_spa_5	我試著想要在你面前\把自己的感情隱藏起來。
sc421_spa_max	我愛你。
sc422_spa_1	小惡魔，你真是太有趣了。\就算你應付不了我，\還是努力想讓我為你加分呢。
sc422_spa_2	為什麼人口會變那麼少？\唉，這世界到底怎麼了？
sc422_spa_3	首先，你要先把自己洗的乾乾淨淨。\然後也知道接下來要幹嘛了，對吧？
sc422_spa_4	我一定要乾乾淨淨的才上床。\衛生很重要的。
sc422_spa_5	第一次很緊張的對吧？\別擔心。\我來帶領你吧。♥
sc422_spa_max	你不是說過會實現我的願望嗎？\我想時候到了，\你該遵守約定了。♥
sc423_spa_1	喔…\原來天堂的感覺就是這樣嗎？\
sc423_spa_2	啊。\這溫泉真是太棒了。\等我結婚以後，\我想要有溫泉的房子。\呼…我覺得我都快要融化了。
sc423_spa_3	我有時候在想，\不曉得我對弱者的迷戀，\和性別有沒有關係。
sc423_spa_4	我前幾天做了一個夢。\我身在一個很棒的花園，被虛弱的男惡魔圍繞著\…喔，不不不，親愛的！\你是我唯一的愛！我發誓！
sc423_spa_5	當你不在身邊的時候，\感覺就好像什麼東西不見了一樣。\請留在我身邊，親愛的。\嘻嘻…呼呼呼…
sc423_spa_max	我理想中的溫泉…\毛巾和腳踏墊都是用你的衣服組成，親愛的。\天花板和牆壁上也都用你的衣服當做裝飾！\…喔，親愛的，你已經要走了嗎？\不、不！請等一下！
sc425_spa_1	祂的仁慈無窮無盡。\我何德何能可以離開祂呢？
sc425_spa_2	我會盡全力遵照你的指揮，\因為你是賦予我意義之人。
sc425_spa_3	無人能明瞭主的意志。\因此無知之人啊，靜候時刻到來吧。
sc425_spa_4	你能辨別善惡嗎？你知道\我們的道路將在何處結束嗎？
sc425_spa_5	當我們戰鬥結束，主會舉辦盛宴。\但不會有我的容身之處…
sc425_spa_max	主創造了我的肉體。\不過是誰將我的靈魂置於其中的？
sc426_spa_1	我對放鬆沒有興趣。
sc426_spa_2	嗯~嗯……嗯…要在這邊待上一段時間，比我想像中的還要難。\呼…我好熱啊。
sc426_spa_3	呃…我會忍過去的！我不能輸給熱水的！但我好像看到星星了。\還是我產生幻覺了？
sc426_spa_4	哈…主人，我感覺有點…怪怪的。我頭怎麼會那麼暈\而且好熱？我…我還不想出去。
sc426_spa_5	呼…我…受不了了…咦？你要給我條冰毛巾？你是在告訴我要撐久一點嗎？\但如果我待久一點結果昏倒了，你會背我出去嗎？
sc426_spa_max	我數到三然後一起出去。等我們出去了再來比一次。\我們可以窩在溫暖的毯子裡面，看誰可以最後睡著。好了，我要開始數了。一、二、三……
sc428_spa_1	終有一天，萬物…風聲甚至鳥鳴…都將\止息。
sc428_spa_2	聽到了嗎？\天使在對你宣戰了。
sc428_spa_3	生死早已注定。你無法\抵抗自己的命運。
sc428_spa_4	天平已經傾斜。你能如何\恢復平衡？
sc428_spa_5	末日將近。選好隊伍吧。\你只有兩個選擇，左或右而已。
sc428_spa_max	救贖來自至高之巔，也來自深淵之底。\你能獲得救贖嗎？
sc429_spa_1	請對弗林斯保密。\我有時候必須留一點時間給我自己。
sc429_spa_2	我也很樂意把這個地方推薦給弗林斯。\噢，但是這裡對他來說可能會有點太熱了嗎？
sc429_spa_3	你怕弗林斯嗎？\但他是個很弱的Child啊。
sc429_spa_4	我們兩個都不是很合格的惡魔對吧？\嘻嘻。
sc429_spa_5	被他人利用是無法避免的。\畢竟，我是個溫柔過頭的女子—\正如同弗林斯所說的。\哈哈。
sc429_spa_max	謝謝你理解我。\感覺就像遇見了老朋友一般。\哈哈。\難怪弗林斯會吃醋。
sc430_spa_1	我有說想來這種地方嗎？\…我是說，\也不是說這裡有什麼特別不好啦。
sc430_spa_2	你好煩啊。\我正在休生養息。\別煩我。
sc430_spa_3	啊？\你沒狩獵過嗎？\認真的嗎？\你不是魔王候補生嗎？
sc430_spa_4	有一瞬間所有東西都會消失，\眼裡只看得見你的獵物。\這個瞬間正是開槍的時刻。
sc430_spa_5	你討厭某人嗎？那他就是你的敵人。\有人討厭你嗎？那他們也是你的敵人。\很簡單對吧？
sc430_spa_max	你只要相信我就好。姬瓦要我好好照顧你，我可不能讓她失望。
sc431_spa_1	你隨時都能來這裡。
sc431_spa_2	去滑雪玩樂，然後泡溫泉放鬆……\沒有比這更好的組合了。
sc431_spa_3	我們那麼常在一起，是不是該結婚了？\……啊？我只是在跟他開玩笑而已，\但他跑掉了。\真有趣。
sc431_spa_4	啊！\你在偷看，對吧？\要不要告訴你的助手呢。
sc431_spa_5	這就是養尊處優的感覺啊。我好愛啊！\都是你的功勞。\我要找機會還你這個人情。
sc431_spa_max	你有什麼想要的東西嗎？\我心情正好，所以我會幫你拿到手的—\只要不要是錢就好。
sc432_spa_1	你是想討好我嗎？\真是愚蠢。
sc432_spa_2	為什麼所有人都那麼拼命地想馴服我？\真是太可悲了！
sc432_spa_3	你裝得好像沒什麼問題一樣，\但我看得出來。你後悔遇見我了，是吧？
sc432_spa_4	你這樣說還真好笑，\你相信我。
sc432_spa_5	別讓你的理性支配了你。跟隨\你的直覺。那才是真正的你。
sc432_spa_max	我必須說，我不討厭跟你待在一起。\我其實還挺開心的。呵呵。♥我很期待我們在一起的未來。
sc433_spa_1	誰……誰……誰說可以這樣偷看的？\這樣很好色喔。\真是的……
sc433_spa_2	呼啊～\突然有股睡意。\可惡。我一直都想跟前輩聊聊的說。
sc433_spa_3	真是羨慕。\那些能跟你一起生活的人……\我想……跟你一起生活……\呼啊！
sc433_spa_4	前輩，我永遠都不會放棄你的。\我最後一定會獲勝。
sc433_spa_5	知道我為什麼喜歡你嗎？\因為光是我們在一起，我就很開心……\這就是我不能沒有前輩的原因！
sc433_spa_max	我不在乎其他人怎麼講，你是我的人。\前輩，你也喜歡我對吧？\你覺得我超級無敵可愛對吧？\嘻嘻。♥
sc434_spa_1	好舒服，好溫暖……\水溫真是太剛好了。
sc434_spa_2	你就那麼不想成為我的僕人嗎？\真奇怪。
sc434_spa_3	你是唯一表現得像我僕人的人。
sc434_spa_4	為什麼要躲我？\是我的美太耀眼嗎？\哈哈，你還真可愛？
sc434_spa_5	不需要巧克力。\我早就知道你迷上我了。\哈哈。
sc434_spa_max	最近的感覺不錯。\其實是從你成為我僕人開始後才這樣的。\說說而已。♥
sc435_spa_1	可以不要這樣盯著我看嗎？\我們來一起吃點糖果吧。
sc435_spa_2	你還真慢啊！\你一點都不在乎我對吧？
sc435_spa_3	今天很辛苦對吧？\讓我們吃些甜甜的糖果來休息吧。
sc435_spa_4	只要你是我可愛的小惡魔先生。\你不可靠又常失敗也沒關係。
sc435_spa_5	我感覺到心痛……\這就是愛嗎？
sc435_spa_max	我希望自己的愛能傳達到你的心，\並將它填滿！
sc436_spa_1	呵啊\我快睡著了。\這裡好平靜。
sc436_spa_2	一旦魔王爭奪戰結束，\我想要跟希特莉姐姐過著平靜的生活。\不知道她對這怎麼想。
sc436_spa_3	我的世界充滿了希特莉姐姐的芳香。\如果這是場夢……\我希望自己永遠不會醒來。
sc436_spa_4	惡魔先生，希特莉姐姐看起來真的很喜歡你。\我不太知道自己該有何感受……\但只要她快樂，\我就沒關係。
sc436_spa_5	愛勝過一切。\不管是痛苦還是難過……在愛的面前，\都如煙霧般散去。
sc436_spa_max	簡單來說，\希特莉姐姐是我幫助你的原因。\不過姐姐說的沒錯。\你是個不錯的惡魔。
sc437_spa_1	呵啊\好溫暖。\我都快融化了。\嘻嘻……
sc437_spa_2	嘻嘻。\我有個好點子。\我們把一大堆巧克力倒到溫泉裡如何？
sc437_spa_3	主人。\巧克力裡有種叫可可的原料。\我想直接吃吃看！\
sc437_spa_4	巧克力是愛的味道對吧？\如果每天都吃，就會充滿愛意。
sc437_spa_5	很久以前，巧克力是種藥。\主人，如果你昏倒了，我會餵你吃的。\嘻嘻。
sc437_spa_max	主人。\我的心像巧克力一樣融化了！\嘻嘻。
sc438_spa_1	這很不錯。我累垮了。\啊……我今天會睡的很好。
sc438_spa_2	別只呆呆站在那裡。娛樂娛樂我吧！
sc438_spa_3	嗯，所以你也有想要的東西。別那麼扭扭捏捏的，\直接說吧。又有誰知道呢？洛基有可能會實現你的願望。
sc438_spa_4	你所愛的一切都會土崩瓦解。\不過別擔心。洛基會取代一切的。
sc438_spa_5	我做了一個夢，夢到與他之間的回憶化為塵埃。\我好害怕。沒有他的話，我……
sc438_spa_max	我的王。我的新郎。我的一切……\我的洛基。如果我能死在你的懷裡……
sc439_spa_1	自律是偶像的基礎。
sc439_spa_2	訓練永不結束。\我這一切都是為了大師。
sc439_spa_3	更誠實更敞開心胸一點很好。\我覺得這樣\大師就會理解到我的感受。
sc439_spa_4	我一直都很感激大師。\我因為新生而欠他一條命。
sc439_spa_5	有些話就算你想，也不能說的。\不過別放棄。\只要你夠勇敢，就有機會能說出來。
sc439_spa_max	我喜歡你。\我想永遠跟你在一起。\啊，這是……！\我在練習自己的愛的告白。
sc440_spa_1	啊！泡溫泉真的好放鬆。
sc440_spa_2	我永遠都不會對泡溫泉感到厭煩。\我們多來幾次吧。
sc440_spa_3	有時，我希望自己能在這裡待一整天。\這樣不是很棒嗎？
sc440_spa_4	我的小主人啊。你怎麼會來這裡的？\呼呼。你何不過來跟我一起泡溫泉呢？
sc440_spa_5	啊，我今天已經泡了好一段時間的溫泉了。\如果你不介意的話，我當然很樂意待久一點。♡
sc440_spa_max	謝謝你帶我來泡溫泉。\讓我抱你一下吧。啊，你不用逃跑的。♡
sc441_spa_1	我對獨自享受這一切感到良心不安。
sc441_spa_2	這地方太棒了。惡魔，跟我說說這\溫泉的事。喔？你不是想跑了吧？
sc441_spa_3	我的疲勞就這樣消失了！\我想每天都來這裡！
sc441_spa_4	正義的羅賓永遠不會背叛自己忠誠的夥伴。\惡魔，只要你需要幫忙，儘管呼喚我。
sc441_spa_5	我覺得我們能好好合作的。\惡魔，你覺得如何？
sc441_spa_max	隨你假裝吧，我可是知道真相的…你是個善良而且\正直的惡魔！啊！你的臉紅了。呼呼。
sc442_spa_1	黑與白都來自妳的內心。\小心不要傾向任何一方。
sc442_spa_2	一切都毫無意義，就連快樂與悲傷也是。可憐的傢伙，\你真正想要的是什麼？
sc442_spa_3	不用絕望。就連惡人都能成佛。\我知道你可以的。
sc442_spa_4	我不後悔遇見了你。\因為你，我才得以存在。
sc442_spa_5	惡魔，展現你的良善吧。\我會為你賭上性命的。
sc442_spa_max	我等不及見識未來我們的會面，\會引領我們走向何方了。
sc443_spa_1	這還真是意料之外。\你是怎麼找到這麼好的地點的？
sc443_spa_2	希望羅根跟我們一起在這裡。
sc443_spa_3	我有個問題。\我們為什麼到這裡來啊？
sc443_spa_4	好奇我為什麼會預告自己的到來嗎？\那是因為我知道自己的能耐。
sc443_spa_5	我很懷念跟你一起合作的時光。\如果你改變心意了，就請告訴羅根。
sc443_spa_max	我們魅影怪盜能偷走一切。\也許有一天，還能奪走人的心。
sc445_spa_1	有時，撤退與休息是很有必要的。\這樣才能準備下一場戰鬥。
sc445_spa_2	沒有女神…\只是個什麼都不知道的女孩。
sc445_spa_3	誰能想到我有一天會跟惡魔合作？
sc445_spa_4	如果我找到了般若，\我是否能從過去的痛苦解脫呢？
sc445_spa_5	「因為你，我才得以存在。」\我到現在才理解這件事。
sc445_spa_max	我現在知道尼爾提那麼\依賴你的原因了。
sc446_spa_1	你真是幸運啊。
sc446_spa_2	你在這裡休息會有什麼改變？\你的力量是天生的。
sc446_spa_3	我應該帶朱諾大人和帝瓦茲大人來這裡的。\他們可能會暫停吵架一陣子。
