// key	CHAT_
c001_17_boss_long	锵～锵！你好，可爱的主人♥
c425_87_hit_6	请说，因祢的奉侍正在聆听。
c425_87_hit_7	我是最为悲贱的存在。
c425_87_hit_8	求祢怜悯我……
c425_87_hit_9	请众同祷。
c425_87_prskill	上主垂示。
c425_87_skill	我必不至动摇。
c425_88_boss_long	这是主之地。
c425_88_boss_short	只有主能对我裁定。
c425_88_bubble_prskill	上主垂示。
c425_88_bubble_skill	我必不至动摇。
c425_88_ctskill	愿你从其上归于高位。
c425_88_death_1	死亡终归到来。
c425_88_death_2	请原谅我……
c425_88_drive	请接受我的献礼。
c425_88_hit_1	地狱之火。
c425_88_hit_2	敬爱的主啊，请对我发声吧。
c425_88_hit_3	我该如何而行？
c425_88_hit_4	请原谅我。
c425_88_hit_5	赞美上帝。
c425_88_hit_6	请说，因祢的奉侍正在聆听。
c425_88_hit_7	我是最为悲贱的存在。
c425_88_hit_8	求祢怜悯我……
c425_88_hit_9	请众同祷。
c425_88_prskill	上主垂示。
c425_88_skill	我必不至动摇。
c425_89_boss_long	这是主之地。
c425_89_boss_short	只有主能对我裁定。
c425_89_bubble_prskill	上主垂示。
c425_89_bubble_skill	我必不至动摇。
c425_89_ctskill	愿你从其上归于高位。
c425_89_death_1	死亡终归到来。
c425_89_death_2	请原谅我……
c425_89_drive	请接受我的献礼。
c425_89_hit_1	地狱之火。
c425_89_hit_2	敬爱的主啊，请对我发声吧。
c425_89_hit_3	我该如何而行？
c425_89_hit_4	请原谅我。
c425_89_hit_5	赞美上帝。
c425_89_hit_6	请说，因祢的奉侍正在聆听。
c425_89_hit_7	我是最为悲贱的存在。
c425_89_hit_8	求祢怜悯我……
c425_89_hit_9	请众同祷。
c425_89_prskill	上主垂示。
c425_89_skill	我必不至动摇。
c425_boss_long	离开，不然就将接受诅咒。
c425_boss_short	你将面临永远的制裁。
c425_ctskill	愿你从其上归于高位。
c425_death_1	死亡终归到来。
c425_death_2	请原谅我……
c425_drive	请接受我的献礼。
c425_hit_1	见证我的痛苦。
c425_hit_2	解救我。
c425_hit_3	记得我吗？
c425_prskill	为我等祈祷。
c425_skill	退散吧！
c425_spa	他的仁慈无穷无尽。\我何德何能可以离开他呢？
c425_startbt	敬爱的主，我将自身献给祢。
c425_story1	主啊，求祢赐给他们永远的安息。\并以永恒的光辉照耀他们。
c425_story2	我知晓\我的救世主存在。
c425_story3	我想将你献给祂，但看来……\我的野心太大了。
c425_true1	我只为祂存在。当时刻到来，\我会向主奉献自身，并消散在地狱之中。
c425_true2	我拼上自己的生命以行祢的圣业……\主啊，主啊，祢为何遗弃了我？
c425_true3	我是盲目的。主指引了我，\但我却不见光明。我所到之处总是深埋黑暗。
c425_victory	奉主名来的，是应当称颂的。
c426_00_boss_long	我会献上自己的全力。
c426_00_boss_short	就交给我吧！
c426_00_ctskill	先手必胜！
c426_00_death_1	也许我的野心太大了……
c426_00_death_2	哎呀……真是累死了……
c426_00_drive	我会一次就成功的！
c426_00_hit_1	好痛！
c426_00_hit_2	啊，糟糕！
c426_00_hit_3	很痛耶！
c426_00_prskill	我会成功的！
c426_00_skill	我不能输！
c426_00_spa	你说什么？我还以为我能一个人泡汤的……不是吗？
c426_00_startbt	如果我一定要战斗的话……
c426_00_story1	我不能落后于人，或让任何人阻止我！
c426_00_story2	我的关系加深了吗？\那我们能一起生小孩了吗？
c426_00_story3	第一之外的事物，都没有意义。
c426_00_true1	我成为了做任何事都没办法一次成功的人。\不管我多努力都一样……
c426_00_true2	当你告诉我，我很勇敢时，我不再对自己\什么事都要做两次感到羞愧了。谢谢你。
c426_00_true3	我想我就是那时候爱上你的。你接受了我\真正的样子。我不在乎你是不是恶魔。我真的很喜欢你。
c426_00_victory	我成功了！
c426_boss_long	我们都知道这会有什么样的结局。我真的需要战斗吗？
c426_boss_short	你以为能打败我吗？
c426_ctskill	这是我的！
c426_death_1	噢，不……
c426_death_2	不可能！
c426_drive	我们来做个了结吧！
c426_hit_1	只有这样？
c426_hit_2	啊？
c426_hit_3	啊！
c426_prskill	“探路者”就是我的小名！
c426_skill	我要上了！
c426_spa	我对休息不感兴趣。
c426_startbt	我们一定会赢的。我们来做个了结吧！
c426_story1	我可不打算落后于人。没人能阻止我！
c426_story2	我可以认为我们能有个结果吗？\我们会一起生小孩的，对吧？
c426_story3	如果你无法成为第一，那就没有意义了。
c426_true1	主人，你的鞋底都磨平了。对不起，\你没办法买那双球鞋，都是我的错。但请不要取消我们的婚礼。好吗？
c426_true2	安布罗希亚说你是个好人。\你是打算收一大堆后宫来成为魔王吗？
c426_true3	我的契约者因为\没办法一次就把事情做好而被嘲笑。我不知道那是什么感觉，毕竟我做任何事都是第一。
c426_victory	啊，我赢了。又赢了。
c428_88_boss_long	恭迎主的降临。
c428_88_boss_short	请垂怜我们吧。
c428_88_bubble_prskill	以主刃之名。
c428_88_bubble_skill	助我们免地狱永火。
c428_88_ctskill	以主之权威。
c428_88_death_1	火焰无法熄灭。
c428_88_death_2	天国之门……
c428_88_drive	你的审判到来了。
c428_88_hit_1	主啊……
c428_88_hit_2	膜拜吧。
c428_88_hit_3	主啊，我向你祈求。
c428_88_hit_4	退散吧！
c428_88_hit_5	照看我吧。
c428_88_hit_6	解救我。
c428_88_hit_7	审判日那天……
c428_88_hit_8	灾害等候着你。
c428_88_hit_9	照看我的痛苦吧。
c428_88_prskill	撒旦，退散吧。
c428_88_skill	臣服吧。
c428_89_boss_long	恭迎主的降临。
c428_89_boss_short	请垂怜我们吧。
c428_89_bubble_prskill	以主刃之名。
c428_89_bubble_skill	助我们免地狱永火。
c428_89_ctskill	以主之权威。
c428_89_death_1	火焰无法熄灭。
c428_89_death_2	天国之门。
c428_89_drive	你的审判到来了。
c428_89_hit_1	主啊……
c428_89_hit_2	膜拜吧。
c428_89_hit_3	主啊，我向你祈求。
c428_89_hit_4	退散吧！
c428_89_hit_5	照看我吧。
c428_89_hit_6	解救我。
c428_89_hit_7	审判日那天……
c428_89_hit_8	灾害等候着你。
c428_89_hit_9	照看我的痛苦吧。
c428_89_prskill	撒旦，退散吧。
c428_89_skill	臣服吧。
c428_boss_long	万物尽归主。
c428_boss_short	感谢上帝。
c428_ctskill	以主之权威。
c428_death_1	火焰无法熄灭。
c428_death_2	天国之门……
c428_drive	荣归主颂。
c428_hit_1	请有耐心点。虔诚。
c428_hit_2	神与我同在。
c428_hit_3	见证主的苦难。
c428_prskill	撒旦，退散吧。
c428_skill	臣服吧。
c428_spa	那天即将到来，\风中的鸟语也将静默。
c428_startbt	何人胆敢违抗主？
c428_story1	你没必要知道我的名讳。\我只是迷失之人的引路者。
c428_story2	领所有灵魂前往天国，\尤其是那些需要主之宽恕的灵。阿门。
c428_story3	你现在明了自己的罪，\主将给予仁慈。
c428_true1	主的双目有着永不熄灭的火光。\无人能逃离祂的审判。
c428_true2	我的右手沾染了义人的血；\而左手则是恶人之血。
c428_true3	遮盖你的耳朵，将你的脸埋入双膝之间吧。\神就要宣布审判了。
c428_victory	宣扬主的胜利。
c429_88_boss_long	你需要我的帮助吗？
c429_88_boss_short	这也是我们的宿命。
c429_88_bubble_prskill	我不后悔。
c429_88_bubble_skill	抱歉。
c429_88_ctskill	我们的想法似乎截然不同。
c429_88_death_1	我没想到会演变成这样。
c429_88_death_2	我不知道他会不会生我的气。
c429_88_drive	如果这是你的意思……
c429_88_hit_1	大意了啊。
c429_88_hit_2	啊。
c429_88_hit_3	唉……
c429_88_hit_4	请别这么做。
c429_88_hit_5	我能承受。
c429_88_hit_6	很快就结束了。
c429_88_hit_7	唔啊！
c429_88_hit_8	呃啊！
c429_88_hit_9	唔哇！
c429_88_prskill	我做得对吗？
c429_88_skill	对不起。
c429_boss_long	你需要我的帮助吗？
c429_boss_short	这也是我们的宿命。
c429_ctskill	我们的想法似乎截然不同。
c429_death_1	我没想到会演变成这样。
c429_death_2	我不知道他会不会生我的气。
c429_drive	如果这是你的意思！
c429_hit_1	大意了啊。
c429_hit_2	唔啊！
c429_hit_3	唉……
c429_prskill	我做得对吗？
c429_skill	对不起。
c429_spa	请对弗林斯保守这个秘密。\我偶尔需要独处时间。
c429_startbt	我听到了你的声音。
c429_story1	我喜欢这里。\我想跟你在这里\待得越久越好。
c429_story2	没。\但很高兴听到你这么说。
c429_story3	嗯。\也许是因为伤得太深了，\但我觉得接受你的道歉有点难。
c429_true1	你好像不大舒服。\我有一种药可以帮你提振精神。你要吗？
c429_true2	弗林斯是唯一一个\让我觉得自己特别的人。\我真的很感激能见到他。
c429_true3	固执是弗林斯的缺点，但无伤大雅。\我爱他，所以我不介意。
c429_victory	我下手太重了吗？
c430_boss_long	准备好逃跑了吗？
c430_boss_short	捉到了！
c430_ctskill	该我进攻了吧？
c430_death_1	下次……你绝对跑不了……
c430_death_2	发生了……什么？
c430_drive	让我们结束这场捉迷藏吧！
c430_hit_1	有两下子嘛。
c430_hit_2	你在干嘛？
c430_hit_3	唔！
c430_prskill	不许无视我！
c430_skill	你跑不掉的。
c430_spa	我说过我想来这种地方吗？\倒不是说这里\很糟糕什么的。
c430_startbt	好，排好队，一个一个来。
c430_story1	我杀你的时候请不要怨恨我。\落入我手是你最终的宿命。
c430_story2	你不知道？\我猜人界应该也不会教小孩这些东西。
c430_story3	但我不可能永远陪在你身边，\不是吗？
c430_true1	使用诱饵的时候要非常谨慎。\你必须了解你的对手\才能选择正确的诱饵。
c430_true2	你躲在这里吗？\呵呵，你以为我找不到吗？\投降吧。\你逃不出我的手掌心了。
c430_true3	吉娃说你是个了不起的恶魔，\但我没看出来。\所以，别介意我盯着你看一会儿。
c430_victory	我捕到的猎物就是我的，对吧？
c431_boss_long	雪原的滑雪高手艾修登场！
c431_boss_short	初学者好像都云集于此了呢。
c431_ctskill	这次我来当裁判。
c431_death_1	呃，我竟然败了……
c431_death_2	呃……有机会……我们再来一次……
c431_drive	你能阻止我疾驰吗？
c431_hit_1	好痛！
c431_hit_2	适可而止吧！
c431_hit_3	好无礼啊！
c431_prskill	哇，你不行啊。
c431_skill	刚拿到一张好牌！
c431_spa	这地方随时都可以来。
c431_startbt	偶尔享受一下游戏的乐趣！
c431_story1	我都不知道该怎么回答了。\哈哈！\太荒谬了，我竟无言以对。
c431_story2	别呀。你可以的。\任何事情都一样，需要你尽全力去挑战！\你不想让自己的所有努力都泡汤吧！
c431_story3	所以，你是个一不做二不休的人？\如果你能做到这一点，\那对我们俩来说可能都很有趣！
c431_true1	总体来说，我觉得你是一个不错的恶魔，\但是在身体和情感上，你都太弱了。\你必须鼓起勇气来。
c431_true2	这算不上什么秘密，\我其实很喜欢滑雪！\以最快的速度滑下斜坡的感觉\不是很好吗？！
c431_true3	有机会的话，\我想试试从珠穆朗玛峰上滑下来！\一定很刺激！
c431_victory	随时可以来挑战我！
c432_boss_long	该怎么做呢？我该对你放水吗？
c432_boss_short	你要我对你放水吗？
c432_ctskill	你觉得自己躲得了这招吗？
c432_death_1	你……我要杀了你……
c432_death_2	我会让你为此付出代价的。
c432_drive	你应该感到荣幸才对。
c432_hit_1	好痒。
c432_hit_2	愚蠢！
c432_hit_3	你在开玩笑吧？
c432_prskill	这会很痛的。呵呵。
c432_skill	你能退下吗？
c432_spa	你是想讨好我吗？\真可悲。
c432_startbt	我会温柔一点的。
c432_story1	臣服于强者是人的天性？去你的。\你永远也驯服不了我的。
c432_story2	人类真是矛盾的生物。\不管内心伤得有多深，外表都会表现得像没事一样。
c432_story3	他驯服不了我的。\就算他蒙上我的双眼，囚住我的四肢，并剪去我的翅膀也一样。
c432_true1	你好。\我是你的新Child，阿耳忒弥斯。
c432_true2	请别惹恼我。\我没什么耐心。
c432_true3	我一直都是孤身一人，但都是我自己造成的。\我习惯摧毁自己身边的一切了。
c432_victory	别这么夸张。
c433_10_boss_long	如果你拜倒在我的泳装下，可别怪我啊。
c433_10_boss_short	我们在哪里见过吗？
c433_10_ctskill	你在看什么？！
c433_10_death_1	你会后悔的……
c433_10_death_2	哇啊……\好疼……
c433_10_drive	我会给你最甜蜜的夏天。
c433_10_hit_1	啊啊啊！
c433_10_hit_2	什么？
c433_10_hit_3	唔啊啊啊啊！
c433_10_prskill	你知道我就在这里吧。
c433_10_skill	别丢下我一个人！
c433_10_spa	谁……谁……谁说可以这样偷看的？\你真好色。\真是的……
c433_10_startbt	你要吃点巧克力吗？
c433_10_story1	嘻嘻！\我用自己打工攒的钱\买了一件泳衣。
c433_10_story2	我感觉自己之前在哪儿见过你……\但就是想不起来。
c433_10_story3	不是我自愿想忘的。\我是被迫的。
c433_10_true1	仲夏烈日下的运动祭典？\感觉不太对劲，但听起来很好玩。
c433_10_true2	我就是想不起来你是谁。\我老了吗？！
c433_10_true3	我终于想起你了。\我居然忘了世界上对我最重要的人。
c433_10_victory	你不想跟我一起玩水吗？
c433_boss_long	嘻嘻！\乖乖放弃吧！
c433_boss_short	世界上最可爱的女生，帕赫特是也。♥
c433_ctskill	会有点痛喔，忍耐一下！
c433_death_1	真讨厌……\哇啊！
c433_death_2	我会让你为此付出代价的。\呜呜……
c433_drive	跟我来！
c433_hit_1	好可怕喔！
c433_hit_2	真无聊！
c433_hit_3	好痛！
c433_prskill	我会救你的，前辈！
c433_skill	别无视我！
c433_spa	谁……谁……谁说可以这样偷看的？\好变态喔。\真是的……
c433_startbt	你会需要帮忙的！
c433_story1	他能送我花啊，因为它们就跟我一样可爱，\而且还要单膝跪下送给我！
c433_story2	啊，你等着瞧吧！\你会爱上我的！
c433_story3	不行！\不许在我面前提其他女生的名字！
c433_true1	前辈，又想逃出我的手掌心吗？！\嘻嘻，我懂的。\我可爱得让你受不了，对吧？\真是的！前辈太可爱了。♥
c433_true2	要是你能对我说出自己的心意就好了……\什么方式？\当然是……是你爱……\啊，没事！
