// key	CHAT_
c001_17_boss_long	鏘～鏘！你好，可愛的主人♥
c429_spa	請對弗林斯保密。\我有時候必須留一點時間給我自己。
c429_startbt	我聽見你的聲音了。
c429_story1	我喜歡這裡。\我想在這裡跟你\多待久一點。
c429_story2	我沒有想過。\但我很高興你說了。
c429_story3	嗯。\也許是傷得太深了，\但我有點難接受你的道歉。
c429_true1	你看起來心情不太好。\我有藥能讓你開心一點。需要嗎？
c429_true2	弗林斯是唯一\把我當作特別存在的人。\能跟他相遇真的是太好了。
c429_true3	固執是弗林斯的弱點，但沒關係。\我是多麼的愛他，所以那不成困擾。
c429_victory	我做過頭了嗎？
c430_boss_long	準備好逃跑了嗎？
c430_boss_short	捉到了！
c430_ctskill	也該是我攻擊的時候了對吧？
c430_death_1	你……下次逃不掉的……
c430_death_2	到底是……怎麼回事？
c430_drive	讓我們結束這場捉迷藏吧！
c430_hit_1	你還有點本事啊。
c430_hit_2	你在做什麼啊？
c430_hit_3	唔！
c430_prskill	不要無視我！
c430_skill	你逃不了的。
c430_spa	我有說想來這種地方嗎？\…我是說，\也不是說這裡有什麼特別不好啦。
c430_startbt	好，排隊吧。
c430_story1	我殺掉你的時候可別怨恨我啊。\你命中注定就是要死在我手裡。
c430_story2	妳不知道嗎？\看來人界沒教這種事。
c430_story3	但我沒辦法永遠\都待在你的身邊吧？
c430_true1	使用誘餌時一定要非常小心。\你要瞭解自己的對手\並挑選正確的種類。
c430_true2	躲在這裡嗎？\嘻嘻嘻。你覺得我找不到你嗎？\放棄吧。\你逃不出我的手掌心了。
c430_true3	姬瓦說你是個不錯的惡魔，\但我看不出來。\所以這段時間請別介意我觀察你啊。
c430_victory	我的獵物就歸我對吧？
c431_boss_long	雪原上的滑雪者艾修登場！
c431_boss_short	菜鳥們都到齊了呢。
c431_ctskill	這次讓我當裁判吧。
c431_death_1	啊，我怎麼會失敗的……？
c431_death_2	唔……我們下次……再來一次……
c431_drive	你覺得可以阻止我的衝刺嗎？
c431_hit_1	好痛！
c431_hit_2	差不多一點喔！
c431_hit_3	狂妄的傢伙！
c431_prskill	太爛了吧。
c431_skill	抽到好牌啦！
c431_spa	你隨時都能來這裡。
c431_startbt	何不好好享受一下遊戲呢！
c431_story1	我都不知道要說什麼好了。\無言以對。哈！\真是太荒謬了，我都不知道該說什麼了。
c431_story2	唔，少來。你可以的。\你就是要好好的嘗試一遍啊！\你不會想讓所有的努力白費吧！
c431_story3	所以你是那種寧死不退的人是吧？\如果你能成功，\那一定會很好玩！
c431_true1	我覺得你是個挺不錯的惡魔，\但心理和生理上你真的很弱。\不再多些勇氣可不行啊。
c431_true2	這也不是什麼秘密，\但我挺愛滑雪的！\用極速衝下滑坡的感覺……\不是太棒了嗎？
c431_true3	如果有機會，\我想從聖母峰的頂峰滑下來！\一定很刺激啊！
c431_victory	隨時都能挑戰我！
c432_boss_long	該怎麼做呢？我該對你放水嗎？
c432_boss_short	你要我對你放水嗎？
c432_ctskill	你覺得自己躲得了這招嗎？
c432_death_1	你…我要殺了你…
c432_death_2	我會讓你為此付出代價的。
c432_drive	你應該感到榮幸才對。
c432_hit_1	還真癢。
c432_hit_2	愚蠢！
c432_hit_3	你在開玩笑吧？
c432_prskill	這會很痛的。呵呵。
c432_skill	你能退下嗎？
c432_spa	你是想討好我嗎？\真是可悲。
c432_startbt	我會溫柔一點的。
c432_story1	臣服於強者是人之天性？去你的。\你永遠也馴服不了我的。
c432_story2	人類真是矛盾的生物。\不管內心傷的有多深，外表都會表現的像沒事一樣。
c432_story3	他馴服不了我的。\就算他矇上我的雙眼、囚住我的四肢並剪去我的翅膀也一樣。
c432_true1	你好。\我是你的新Child，阿提蜜絲。
c432_true2	請別惹惱我。\我沒什麼耐心。
c432_true3	我一直都是孤獨一人，但都是我自己造成的。\我習慣摧毀自己身邊的一切。
c432_victory	別這麼戲劇化。
c433_10_boss_long	如果你拜倒在我的泳裝下，可別怪我啊。
c433_10_boss_short	我們在哪見過嗎？
c433_10_ctskill	你在看什麼？！
c433_10_death_1	你會後悔的…
c433_10_death_2	哇啊…\好痛…
c433_10_drive	我會給你最甜蜜的夏天。
c433_10_hit_1	啊啊啊！
c433_10_hit_2	什麼？
c433_10_hit_3	唔啊啊啊啊！
c433_10_prskill	你知道我就在這裡的吧。
c433_10_skill	別丟下我一個人！
c433_10_spa	誰…誰…誰說可以這樣偷看的？\你真是好色。\真是的…
c433_10_startbt	你要吃點巧克力嗎？
c433_10_story1	嘻嘻！\我去用自己打工存的錢\買了一件泳衣。
c433_10_story2	我感覺自己之前在哪遇過你…\但我就是記不起來。
c433_10_story3	不是我自願想忘記的。\我是被迫的。
c433_10_true1	仲夏烈日下的運動祭典？\感覺不太對勁，但聽起來很好玩。
c433_10_true2	我就是記不得你是誰。\我老了嗎？！
c433_10_true3	我終於記得你了。\我居然忘記世界上對我最重要的人。
c433_10_victory	你不想跟我一起玩水嗎？
c433_boss_long	嘻嘻！\乖乖放棄吧！
c433_boss_short	世界上最可愛的女生，帕赫特是也~。♥
c433_ctskill	會有點痛喔，忍耐一下！
c433_death_1	真討厭……\哇啊！
c433_death_2	我會讓你為此付出代價的。\嗚嗚
c433_drive	跟我來！
c433_hit_1	好可怕喔！
c433_hit_2	真無聊！
c433_hit_3	好痛！
c433_prskill	我會救你的，前輩！
c433_skill	別無視我！
c433_spa	誰……誰……誰說可以這樣偷看的？\這樣很好色喔。\真是的……
c433_startbt	你會需要幫忙的！
c433_story1	他能送我花啊，因為它們就跟我一樣可愛，\而且還要單膝跪下送給我！
c433_story2	啊，你等著瞧！\你會愛上我的！
c433_story3	不行喔！\不行在我面前提到其他女生的名字！
c433_true1	前輩，又想逃離我了嗎！？\嘻嘻，我懂的。\我可愛到你受不了對吧。\真是的！真是的，前輩太可愛了。♥
c433_true2	如果你能跟我說自己的心意就好……\什麼方式？\當然是……是你愛……\啊，沒事！
c433_true3	我無法想像與前輩分離。\你會永遠陪在我身邊的對吧？
c433_victory	你有看到我的表現嗎，前輩？！
c434_boss_long	能與我相遇就是種光榮~
c434_boss_short	你想成為我的僕人嗎？
c434_ctskill	崇拜我吧！
c434_death_1	唔……你最好記得我喔！
c434_death_2	啊！\你會為此付出代價的！
c434_drive	你覺得自己能勝過我的美貌嗎？！
c434_hit_1	哎呀！
c434_hit_2	唔啊！
c434_hit_3	好痛！
c434_prskill	真是太失禮了。
c434_skill	在我面前下跪吧！
c434_spa	好舒服，好溫暖……\水溫真是太剛好了。
c434_startbt	你無法抵抗我的魅力，對吧？
c434_story1	呃，他們真是沒用！太沒用了！
c434_story2	呼。\他是個能力很不足的僕人，\但我這次就放他一馬吧。
c434_story3	對不起！\我一直把妳當作小孩！
c434_true1	你在看什麼！？\是有什麼企圖嗎！？
c434_true2	僕人就要有僕人的樣子！\那才是最適合你的樣子！
c434_true3	將自己完全奉獻給我吧！\也許哪天我會好好誇獎你。
c434_victory	再多感謝我一點吧！
c435_10_boss_long	為了塞爾凱特！
c435_10_boss_short	別想碰我的妹妹！
c435_10_ctskill	這就是我的心情！
c435_10_death_1	我必須保護……塞爾凱特……
c435_10_death_2	塞爾凱特……對不起……
c435_10_drive	不准你對我妹妹出手！
c435_10_hit_1	真是過分！
c435_10_hit_2	哈啊...
c435_10_hit_3	大膽之徒！
c435_10_prskill	我要生氣囉。
c435_10_skill	好甜啊。
c435_10_spa	別站在那邊看啊。\我們一起享受吧！
c435_10_startbt	我會守護塞爾凱特的！
c435_10_story1	這……這些是禮物！\我想說能送大家我的\自制糖果。
c435_10_story2	我這裡有份超棒的甜點。\請用！
c435_10_story3	我開玩笑的。\我知道不能做那樣的事。\總之你愛上她多久了？
c435_10_true1	我是塞爾凱特的家人對吧？\這就是為什麼我要送禮物給她的原因，\那就是我的手工糖果！
c435_10_true2	你不會是因為\我一直寵自己的妹妹所以在嫉妒吧？\你跟塞爾凱特我都最喜歡了喔！
c435_10_true3	我會用盡任何方式來守護塞爾凱特。\因為她是我的家人。
c435_10_victory	我說過會保護她的不是嗎？
c435_boss_long	你最喜歡的口味是什麼？
c435_boss_short	請別生氣。
c435_ctskill	我也可以的！
c435_death_1	啊，我要死了……
c435_death_2	啊！
c435_drive	你知道什麼是真愛嗎？
c435_hit_1	好過分！
c435_hit_2	溫柔一點。
c435_hit_3	救救我！
c435_prskill	簡簡單單。
c435_skill	哇哈！
c435_spa	可以不要這樣盯著我看嗎？\我們來一起吃點糖果吧。
c435_startbt	惡魔先生，我在等你呢。
c435_story1	這……這些是禮物！\我想說能送大家我的\自制糖果。
c435_story2	我這裡有份超棒的甜點。\請用！
c435_story3	我開玩笑的。\我知道不能做那樣的事。\總之你愛上她多久了？
c435_true1	想吃點我手工的糖果嗎？\真的是正常不過的糖果喔。
c435_true2	我不懂陷入情網的人。\為什麼他們會做那樣的白日夢？
c435_true3	不知道我能不能瞭解愛，\就算沒有愛情妙藥也一樣……\希望在那個時候，我身邊是有人陪伴的。
c435_victory	辛苦了，惡魔先生。
c436_10_boss_long	別碰我的姐姐！
c436_10_boss_short	別想靠近她。
c436_10_ctskill	姐姐我愛妳！
c436_10_death_1	姐姐，我要……先走一步了……
c436_10_death_2	我必須保護……希特莉姐姐……
c436_10_drive	姐姐，我絕不會讓妳離開的！
c436_10_hit_1	好痛……
c436_10_hit_2	你最差勁了！
c436_10_hit_3	我受夠了！
c436_10_prskill	別阻擾我！
c436_10_skill	我受夠你了！
c436_10_spa	呵啊……\我快睡著了。\這裡好平靜。
c436_10_startbt	姐姐，我們會一直在一起的！
c436_10_story1	(姐姐……\我想讓她開心。\因為對我而言，她是……)
c436_10_story2	直接告訴我想要什麼吧。\我沒關係的，\不管你說什麼都一樣。
c436_10_story3	而我只是陪在\妳身邊就很開心了。
c436_10_true1	姐姐又美麗又可愛。\我最愛姐姐了。
c436_10_true2	姐姐，妳喜歡我嗎？\我最喜歡妳了。\我什麼事情都會為妳做喔。
c436_10_true3	如果姐姐出了什麼事，我會賭上性命來保護妳。\妳是我的一切。
c436_10_victory	姐姐，結束了！
c436_boss_long	好吧，這也是種見面的方式。
c436_boss_short	你有看見我的姐姐嗎？
c436_ctskill	你能消失嗎？
c436_death_1	真不敢相信……這居然發生了！
c436_death_2	我……好累……
c436_drive	永遠在一起！
c436_hit_1	這點程度......！
c436_hit_2	呃…
c436_hit_3	很痛欸！
c436_prskill	這是為了希特莉姐姐！
c436_skill	沒問題。
c436_spa	呵啊\我快睡著了。\這裡好平靜。
c436_startbt	請跟我走。
c436_story1	(姐姐……\我想讓她開心。\因為對我而言，她是……)
c436_story2	直接告訴我想要什麼吧。\我沒關係的，\不管你說什麼都一樣。
c436_story3	而我只是陪在\妳身邊就很開心了。
c436_true1	在我重生之前，處於完全的黑暗之中。\不過從我與希特莉姐姐相遇後，\我的世界就明亮了……\她是我的一切。
c436_true2	希特莉姐姐好香，\幾乎要讓我醉倒了。\嘻嘻，別跟她說喔。
c436_true3	我沒有過去的記憶，\但我不因此困擾。\因為我從現在開始要跟姐姐一起製作一堆新回憶。
c436_victory	這會讓希特莉姐姐開心的對吧？
c437_boss_long	別生氣！
c437_boss_short	嘻嘻。你要來點巧克力嗎？
c437_ctskill	想再來一個嗎？
c437_death_1	沒有給你的巧克力了！
c437_death_2	我……不行了……
c437_drive	你喜歡巧克力嗎？
c437_hit_1	哇！
c437_hit_2	好痛！
c437_hit_3	嘿！
c437_prskill	輪到我了嗎？
c437_skill	很好吃對吧？
c437_spa	呵啊\好溫暖。\我都快融化了。\嘻嘻……
c437_startbt	啊，我看不下去了！
c437_story1	不！\摔成碎片了！\
c437_story2	為什麼這件事會這麼困難啊？\我只是想讓他知道我的心意而已。
c437_story3	我一直想跟你說……\我自己的感覺。
c437_true1	巧克力是甜的，但又有些苦。\人心也是如此。\都很複雜。
c437_true2	嘻嘻！\我真的很擅長做巧克力喔！
c437_true3	我今天又要做些好吃的巧克力了。\不知道大家會不會吃呢。
c437_victory	耶~！我贏了！
c438_10_boss_long	你是來為塞美勒的婚禮獻上祝賀的嗎？
c438_10_boss_short	你來得比我預料中的還早。
c438_10_ctskill	我會好好照顧你的。
c438_10_death_1	請在最後一刻陪在我的身邊……
c438_10_death_2	我愛你……
c438_10_drive	新娘入場。
c438_10_hit_1	不要這麼黏著別人。
c438_10_hit_2	不錯啊。哈哈哈！
c438_10_hit_3	我開始喜歡你了。
c438_10_prskill	你對洛基感到好奇嗎？
c438_10_skill	再努力一點！
c438_10_spa	這很不錯。我累垮了。\啊……我今天會睡的很好。
c438_10_startbt	你不是很相信我吧？
c438_10_story1	妳知道嗎？\妳盲目的愛情，就是讓妳令人感到特別的地方。
c438_10_story2	我不喜歡妳。說認真的，我討厭妳。\妳一靠近，我就想吐。
c438_10_story3	我只會對妳展現我這樣的一面而已。\而且就算我忘了自己是誰，妳也不會忘的。對吧？
c438_10_true1	你好。我是惡魔塞美勒。啊，你不用記得\我的名字。只有洛基的名字才重要。
c438_10_true2	可憐的東西。如果你有聽過洛基的福音，\那你也會獲得啟發的。
c438_10_true3	我永遠無法忘記與他的那支舞……\與他……與那個男孩……
c438_10_victory	洛基，你快樂嗎？
c438_11_boss_long	你是來這裡找我的嗎？
c438_11_boss_short	我們之前有見過面嗎？
c438_11_ctskill	你能安靜一下嗎？
c438_11_death_1	我…又要死了嗎？
c438_11_death_2	我…究竟是何人？
c438_11_drive	我聽到聲音了。
c438_11_hit_1	真是太可惜了。
c438_11_hit_2	走開！
c438_11_hit_3	你不喜歡我吧？
c438_11_prskill	拜託，別忘了我。
c438_11_skill	別對我有太高的期望。
c438_11_spa	這樣很不錯。 我累壞了。\啊… 我今晚會睡得很舒服的。
c438_11_startbt	你需要我嗎？
c438_11_story1	妳知道嗎？\妳盲目的愛情，就是讓妳令人感到特別的地方。
c438_11_story2	我不喜歡妳。 說真的，我討厭妳。\妳一靠近，我就想吐。
c438_11_story3	我只會對妳展現我這樣的一面而已。\而且，就算我忘了自己是誰，妳也不會忘的。 對吧？
c438_11_true1	「我」並不存在。 唯一存在的，只有我記得的過去而已。\這就是我身為「塞美勒」的證明。
c438_11_true2	我們曾是朋友。\原來如此，這就是你記得我們的方式。
c438_11_true3	我什麼都不想要，\但有時，我會感覺自己失去了什麼… 但又是什麼呢？
c438_11_victory	我又忘記東西了。
c438_12_boss_long	你喜歡戰鬥嗎？
c438_12_boss_short	我們能解決這件事了嗎？
c438_12_ctskill	退散吧！
c438_12_death_1	我就知道會發生這種事。
c438_12_death_2	唉…
c438_12_drive	隨便。
c438_12_hit_1	嗚！
c438_12_hit_2	我才沒有哭。
c438_12_hit_3	哎呀！
c438_12_prskill	我才不寂寞。
c438_12_skill	我想逃跑…
c438_12_spa	這樣很不錯。 我累壞了。\啊… 我今晚會睡得很舒服的。
c438_12_startbt	真煩啊！
c438_12_story1	妳知道嗎？\妳盲目的愛情，就是讓妳令人感到特別的地方。
