// key	CHAT_SPA_
sc418_spa_2	ออนเซ็นที่นี่ทำให้ข้ารู้สึกดีมาก เกือบจะเหมือนหนึ่งในเครื่องรางของทามาโมะเลยล่ะค่ะ ยอดเยี่ยมไปเลย...
sc418_spa_3	ข้าสู้กับปีศาจและปกป้องทุกคน...ก็เพื่อช่วงเวลานี้ค่ะ
sc418_spa_4	อ๋าาา ข้ารู้ค่ะว่าข้าประมาทไม่ได้ ไม่ว่าจะอยู่ในสถานการณ์ใดก็ตาม แต่ทุกครั้งที่ข้ามาที่นี่ ข้าก็ใจละลายทุกทีเลย
sc418_spa_5	ในบางครั้ง ข้าก็ครุ่นคิดว่าความอบอุ่นของออนเซ็นกับความอบอุ่นของใจนั้นเหมือนกันมาก ท่านคิดเหมือนกันไหมคะ บอส?
sc418_spa_max	ที่นี่ทำให้ข้ารู้สึกดีมากเลยค่ะ ถ้าทุกคนรู้สึกเหมือนที่ข้ารู้สึกในตอนนี้ โลกก็อาจจะสงบสุขกว่านี้ก็ได้นะ
sc419_spa_1	อ่า... อย่ามาจ้องแบบนั้นได้มั้ยคะ? มันออกจะน่าขนลุกน่ะ...
sc419_spa_2	...เจ้าคงชอบสิ่งที่เห็นสินะ
sc419_spa_3	ยินดีต้อนรับ
sc419_spa_4	ไม่เป็นไรๆ แต่มันค่อนข้างน่าอายนิดนึง...
sc419_spa_5	ว่าแต่... เจ้ารู้สึกกับข้ายังไงกัน...?
sc419_spa_max	นี่คุณจะให้ฉันพูดจริงๆ อะ? เจ้าเนี่ยพิลึกจริง…
sc420_spa_1	ฮ้า ฉันรู้สึกสดชื่นชะมัด
sc420_spa_2	เจ้ามีเรื่องที่อยากจะบอกข้าหรือเปล่า?
sc420_spa_3	นี่ อย่ามองฉันแบบนั้นสิ
sc420_spa_4	...คุณว่าฉันน่ารังเกียจขนาดนั้นเลยเหรอคะ?
sc420_spa_5	แล้วคุณยุ่งๆ เหรอช่วงนี้?\หรือกังวลอะไรอยู่หรือเปล่า?
sc420_spa_max	ฉันรักคุณ
sc421_spa_1	ลัล-ล้าาา ♪
sc421_spa_2	อย่าห่วงไปเลย ไม่มีอะไรหรอก
sc421_spa_3	แล้วมาอีกนะ ฉันจะรอค่ะ
sc421_spa_4	ขอให้รู้ไว้ว่าฉันยินดีช่วยคุณเสมอนะคะ
sc421_spa_5	ฉันพยายามปิดบัง\ความรู้สึกที่มีต่อคุณ
sc421_spa_max	ฉันรักคุณ
sc422_spa_1	เจ้าตลกเหลือเกิน ปีศาจน้อยของข้า\เจ้ายอมทุ่มเทอย่างหนักเพื่อทำคะแนนกับข้า\แม้ว่าดูเหมือนเจ้าจะทนข้าไม่ได้ก็ตาม
sc422_spa_2	จำนวนประชากรน้อยขนาดนี้ได้ยังไงกัน?\*เฮ้อ* เกิดอะไรขึ้นกับโลกนี้กันแน่นะ?
sc422_spa_3	ก่อนอื่นเลยเจ้าต้องเป็นคนดีก่อน\แล้วจากนั้นรู้ใช่มั้ยว่าเกิดอะไรขึ้น?
sc422_spa_4	ข้าต้องจัดเตียงให้สะอาดเรียบร้อย\สุขอนามัยนั้นสำคัญมาก
sc422_spa_5	ครั้งแรกน่าปวดหัวใช่มั้ยล่ะ?\ไม่ต้องกังวลหรอก\ข้าจะนำเอง ♥
sc422_spa_max	เจ้าไม่ได้บอกข้าเหรอว่าเจ้าจะทำให้ความปรารถนาข้าเป็นจริง?\ข้าคิดว่าถึงเวลาแล้ว\ที่เจ้าจะทำตามที่พูด ♥
sc423_spa_1	โอ๊ะ...\สวรรค์เป็นแบบนี้เองเหรอเนี่ย?\
sc423_spa_2	อ๋าาา\น้ำพุร้อนนี้วิเศษไปเลยค่ะ\เมื่อข้าแต่งงาน\ข้าอยากได้บ้านที่มีน้ำพุร้อนด้วย\*ฮ้า* ข้ารู้สึกเหมือนจะละลายเลยล่ะ
sc423_spa_3	บางครั้งข้าก็สงสัยว่า\ที่ข้าคลั่งไคล้คนอ่อนแอ\เกี่ยวข้องกับเพศสภาพรึเปล่า
sc423_spa_4	วันก่อนข้าฝันว่า\ข้าอยู่ในสวนแสนสวย ล้อมรอบไปด้วยปีศาจชายที่อ่อนแอ\...โอ๊ะ ไม่ ไม่ ไม่ ที่รัก!\เจ้าเป็นคนเดียวที่ข้ารัก! ข้าสัญญา!
sc423_spa_5	ตอนเจ้าไม่อยู่\ข้าก็รู้สึกเหมือนบางอย่างขาดหายไป\โปรดอยู่เคียงข้างข้าตลอดไปนะคะที่รัก คิกคิก...\ฮี่ ฮี่... ฮี่ ฮี่ ฮี่...
