// key	CHARACTER_PROFILE_DESC_
c448_profile	Erm... Would you help me?\To the ancient queen of vampires, humans are just cattle, and sources of amusement.\Mircalla uses her beautiful, innocent appearance to manipulate humans by acting like a damsel in distress. Don't let her fool you. You'll only become a snack or her toy.
c449_interest	What purpose could you serve?
c449_like	The only good vampire is a dead one.
c449_love	Vampires do nothing but harm humanity.
c449_profile	Helsing is a house of researchers dedicated to the furthering of humanity. As a member, Laura is also committed to her duty as a researcher.\Her greatest idol is Abraham Van Helsing, a gifted doctor and researcher, and also the founder of her family. Laura continues to study his notes daily, so that some day she may shine as bright.
c450_interest	If I don't tell you,\how will you know?
c450_like	Wait...\Please don't avoid me.
c450_love	I'll hesitate no longer.\I'll tell you\how I truly feel.
c450_profile	Channel Evil put on the play Romeo & Juliet,\and Attis auditioned for the role of Romeo.\Unable to bear the thought of seeing him fall for someone else,\Rusalka decided to audition for the role of Juliet\with a little help from Saturn♥.\And so, through Juliet's lines,\Rusalka is finally able to confess her love to him.
c451_interest	I'll make this quick.\
c451_like	Come at me.
c451_love	How boring.\Honestly, are you taking this seriously?
c451_profile	A prodigious kunoichi in pursuit of the runaway shinobi, Kasumi,\her half-sister from a different father.\She was enjoying a break at the peaceful Venus Islands\while doing reconnaissance work there.\It was then she was invited to join the Venus Festival.\She decided to accept to kill time during the job.\On one of those days, she had a fateful encounter\with a demon who appeared on the islands unexpectedly.
c452_interest	It's on!\Just kidding.\Hee hee.
c452_like	Talented beauty\describes me to a tee. ♪\
c452_love	I just can't leave you alone,\can I? ♪
c452_profile	Leifang, a beauty from an affluent family and a master of T'ai Chi Ch'uan.\One day, the self-proclaimed brilliant, talented beauty went to the Venus Islands.\She decided to participate in the Venus Festival\to have some fun while there.\One day while enjoying her stay,\she has a shocking encounter with a demon\who suddenly showed up on the islands.
c453_interest	She came to me like a ray of light.
c453_like	I am not afraid of death. If it is for Tiwaz...
c453_love	I'm stronger than I look.
c453_profile	The light of Tiwaz shone down on this pitiful soul. Mercury was saved from the depths of despair. Mercury is the only one who understands Tiwaz's true feelings, who is always misunderstood as unfaithful. She acts as Tiwaz's friend, sister, and mother.\Although she has unintentionally received Juno's affection, and suffers from shame and guilt, Mercury's heart never wavers.
c454_interest	Shhh! Mind your manners.
c454_like	Do I really have to explain how great I am?
c454_love	If I could only sing for Tiwaz for all eternity...
c454_profile	(Some new guy, again? I've already lost count!)\Juno is wracking his brain almost every day over rumors about his wife, Tiwaz, having affairs. He loves only Tiwaz, yet Tiwaz can't let a day go by without promiscuity. The stress is unbearable.\(Is it not enough to be the perfect husband? Then the only option is to remove all obstacles...)
c455_interest	Sometimes, I can't tell what Juno is thinking.
c455_like	I know.. How everyone thinks of me...
c455_love	Why did I never know love until now?
c455_profile	The most beautiful being in all of the Infernal Realm, Mortal Realm and even the realm of the gods: the demon Tiwaz.\This demon of perfect beauty has one fatal flaw: her indecisiveness. Because of her inability to refuse, she has dated an astronomical number of men.\Although she sought to escape from this unstable life by marrying the demon Juno, she cannot seem to escape the drama. Because of her naive personality, she is being slandered as an adulterer. Can she achieve true love with Juno?
c456_interest	Tempt your fate. It'll be fun.
c456_like	Sometimes, you get a good hand; other times, you don't.
c456_love	If you win, I'll give you what you want. How great a wish do you have?
c456_profile	Recently, Amos Island has been astir because of a lover's quarrel between Tiwaz and Juno. Clotho didn't care at first. She never cared about anything so long as she had her casino.\It turned out she could lose her casino if Tiwaz and Juno divorced! She can't allow that. She must do something about this fighting couple!
c457_interest	Would you care for some tea?
c457_like	It's a difference of experience.
c457_love	It is not difficult to keep your head down.
c457_profile	The final moment of the man who lived such a fierce life was tragic. But the man had no regrets. Rather, he was lauded for living a vibrant life. Although he may have appeared foolish in the eyes of an immortal demon, he deserved the utmost respect. Although she could not understand him, the demon Tiwaz agreed to fulfill his final will.\The Child Odysseus was born with this will in his heart. The one he is loyal to is not the demon that created him, but the pactmaker who gave him life.
c458_interest	You want to challenge me. Are you just wasting my time?
c458_like	Your chances of beating me are nil.
c458_love	Well, actually, you're not as bad as I thought.
c458_profile	In her entire life, she never complained because of her good-girl complex. Little did she know, bottling up her frustrations damaged her spirit. She came across Tiwaz, and the contract with her had been a breath of new life soothing her troubled mind.\"How I think is how I want it!" Named after Zephyros, the god of the westerly wind, she was determined to become strong and unbeatable. Tiwaz bestowed upon her an F1 machine instead of wings.
c459_interest	What did you lose?
c459_like	A demon who saves Childs... How peculiar.
c459_love	Be careful. It isn't easy getting back what you lost.
c459_profile	Cacia was estranged from her sister, Cacus, soon after the Contest began. She battled on her own until one day when she found Cacus lying unconscious, having lost a match. Cacia nursed her back to health, but Cacus, having lost her Child to an opposing candidate, became distrustful of all demons, including her own sister.\In her determination to retrieve her Child and liberate others from their abusive masters, Cacus turned all the other candidates against her. Cacia started following her to put a stop to her rampage.
c460_interest	Did you lose your Child? Ho ho.
c460_like	Ready or not, here I come!
c460_love	I will guide those poor things.
c460_profile	Not long after the Contest began, Cacus was badly injured during a match and lost her very first Child, whom she loved dearly. She brushed the Contest aside and started scouring the Mortal Realm for her lost Child.\During that time, she learned the reality Childs face. Witnessing some Childs being abused by their demon masters, she decided to save them.
c461_interest	It hurts me to see you in pain.
c461_like	If my true feelings can comfort you...
c461_love	Don't be so lonely. I'll be with you.
c461_profile	Mitra lost his memories following his fight with Loki. He also lost his pacts with his Childs, who scattered in his absence. Aurora remained, wandering about his house, awaiting his return.\After a seemingly endless wait, the demon and the Child met once again. The moment their pact renewed, Mitra's hidden memories resurfaced, and Aurora transformed before his eyes.
