// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc421_spa_1	嗯—嗯 ♪
sc421_spa_2	别担心。没事的。
sc421_spa_3	我会等你的，所以欢迎下次光临喔。
sc421_spa_4	我会一直陪着你的。
sc421_spa_5	我想试着在你面前\把自己的感情隐藏起来。
sc421_spa_max	我爱你。
sc422_spa_1	小恶魔，你真是太有趣了。\就算你应付不了我，\还是努力想让我为你加分呢。
sc422_spa_2	为什么人口会变得如此稀少？\唉，这世界到底怎么了？
sc422_spa_3	首先，你要把自己洗得干干净净的。\接下来要干嘛你也知道了，对吧？
sc422_spa_4	我一定要洗得干干净净的才上床。\卫生很重要。
sc422_spa_5	第一次很紧张，对吧？\别担心。\我来带领你吧。♥
sc422_spa_max	你不是说过会实现我的愿望吗？\我想是时候了，\你该遵守约定了。♥
sc423_spa_1	哦……\原来天堂就是这样吗？\
sc423_spa_2	啊。\这温泉真是太棒了。\等我结婚以后，\一定要有一栋带温泉的房子。\呼……我感觉我要融化了。
sc423_spa_3	我有时候在想，\我对弱者的迷恋，\到底和性别有没有关系。
sc423_spa_4	我前几天做了一个梦。\我身在一个很棒的花园，被虚弱的男恶魔围绕着\……哦，不不不，亲爱的！\你是我唯一的爱！我发誓！
sc423_spa_5	你不在我身边的时候，\我总感觉少了什么。\所以请留在我身边，亲爱的。\嘻嘻……呼呼呼……
sc423_spa_max	我理想中的温泉……\毛巾和脚踏垫都是用你的衣服组成，亲爱的。\天花板和墙壁上也都用你的衣服当做装饰！\……哦，亲爱的，你已经要走了吗？\不、不！请等一下！
sc425_spa_1	他的仁慈无穷无尽。\我何德何能可以离开他呢？
sc425_spa_2	我会尽全力遵照你的指挥，\因为你是赋予我意义之人。
sc425_spa_3	无人能明了主的意志。\因此无知之人啊，静候时刻到来吧。
sc425_spa_4	你能辨别善恶吗？你知道\我们的道路将在何处结束吗？
sc425_spa_5	当我们战斗结束，主会举办盛宴。\但不会有我的容身之处……
sc425_spa_max	主创造了我的肉体。\不过是谁将我的灵魂置于其中的？
sc426_spa_1	我对放松没有兴趣。
sc426_spa_2	嗯……要在这里待上一段时间，比我想象的还要困难。\呼……我好热啊。
sc426_spa_3	呃……我会挺过去的！我不能输给热水！但我好像看到星星了。\还是我产生幻觉了？
sc426_spa_4	哈……主人，我感觉有点……怪怪的。我头怎么会那么晕，\而且好热？我……我还不想出去。
sc426_spa_5	呼……我……受不了了……咦？你要给我条冰毛巾？你是在告诉我要再撑一会儿吗？\但如果我继续待下去结果昏倒了，你会背我出去吗？
sc426_spa_max	我数到三然后一起出去。等我们出去了再来比一次。\我们可以窝在温暖的毯子里面，比比谁最后睡着。好，我要开始数了。一、二、三……
sc428_spa_1	终有一天，万物……风声甚至鸟鸣……都将\止息。
sc428_spa_2	听到了吗？\天使在向你宣战了。
sc428_spa_3	生死早已注定。你无法\抵抗自己的命运。
sc428_spa_4	天平已经倾斜。你如何才能\恢复平衡？
sc428_spa_5	末日将近。选好队伍吧。\你只有两个选择，左或右罢了。
sc428_spa_max	救赎来自至高之巅，也来自深渊之底。\你能获得救赎吗？
sc429_spa_1	请对弗林斯保守这个秘密。\我偶尔需要独处时间。
sc429_spa_2	我也很乐意把这个地方推荐给弗林斯。\啊，但也许这里对他来说太热了？
sc429_spa_3	你害怕弗林斯？\但他是个弱小的Child。
sc429_spa_4	咱们俩都不像恶魔，对吧？\嘻嘻。
sc429_spa_5	被别人利用是不可避免的。\毕竟，我太善良了，\就像弗林斯说的。\嘻嘻。
sc429_spa_max	感谢你的理解。\我觉得我好像遇到了一位老朋友。\难怪弗林斯会嫉妒。\嘻嘻。
sc430_spa_1	我说过我想来这种地方吗？\倒不是说这里\很糟糕什么的。
sc430_spa_2	你好烦呐。\我正在恢复精力。\别打扰我。
sc430_spa_3	什么？\你从没打过猎？\没在开玩笑吧？\你不是魔王候补生吗？
sc430_spa_4	总有那么一刻，周围的一切会黯然失色，\你的眼里只剩下猎物。\那便是你扣动扳机的瞬间。
sc430_spa_5	你痛恨的人是你的敌人。\痛恨你的人也是你的敌人。\很简单吧？
sc430_spa_max	你只要相信我。姬瓦要我好好照顾你，我可不能让她失望。
sc431_spa_1	这地方随时都可以来。
sc431_spa_2	享受完滑雪后，悠闲地泡个温泉……\没有比这更好的组合了。
sc431_spa_3	既然我们一直在一起，是不是该结婚了吧？\嗯？我只是在开玩笑，\却把他吓跑了。\他太好玩了。
sc431_spa_4	啊！\你在偷看？\嗯，也许我会告诉你的助手。
sc431_spa_5	如此奢华。爱了！\算是我欠你的。\总有一天我会还你这个人情的。
sc431_spa_max	你想要什么？\我心情很好，什么都可以给你！\除了钱。
sc432_spa_1	你是想讨好我吗？\真是愚蠢。
sc432_spa_2	为什么所有人都那么拼命地想驯服我？\真是太可悲了！
sc432_spa_3	你装得好像没什么问题一样，\但我看得出来。你后悔遇见我了，是吧？
sc432_spa_4	你这么说还真好笑呢，\你相信我。
sc432_spa_5	别让你的理性支配了你。跟随\你的直觉。那才是真正的你。
sc432_spa_max	不得不说，我不讨厌跟你待在一起。\我其实还挺开心的。呵呵。♥我很期待我们在一起的未来。
sc433_spa_1	谁……谁……谁说可以这样偷看的？\好变态喔。\真是的……
sc433_spa_2	呼啊……\突然有股睡意袭来。\可恶。我一直都想跟前辈聊聊来着。
sc433_spa_3	真是羡慕。\那些能跟你一起生活的人……\我想……跟你一起生活……\呼啊！
sc433_spa_4	前辈，我永远都不会放弃你的。\我最后一定会取得胜利。
sc433_spa_5	知道我为什么喜欢你吗？\因为我们光是在一起，我就很开心……\这就是我不能没有前辈的原因！
sc433_spa_max	我不在乎其他人怎么说，你是我的人。\前辈，你也喜欢我，对吧？\你觉得我超级无敌可爱，对吧？\嘻嘻。♥
sc434_spa_1	好舒服，好暖和……\水温刚刚好。
sc434_spa_2	你就那么不想成为我的仆人吗？\真奇怪。
sc434_spa_3	你是唯一表现得像我仆人的人。
sc434_spa_4	为什么要躲着我？\是我的美貌太耀眼了吗？\哈哈，你还挺可爱的。
sc434_spa_5	不需要巧克力。\我早就知道你迷恋上我了。\哈哈。
sc434_spa_max	最近感觉不错。\其实是从你成为我的仆人后才这样的。\说说而已。♥
sc435_spa_1	能不能别这样盯着我？\我们来一起吃点糖果吧。
sc435_spa_2	你可真够慢的！\你一点都不在乎我，是吧？
sc435_spa_3	今天很辛苦吧？\我们来吃点甜甜的糖果，休息一下如何？
sc435_spa_4	只要你是我可爱的小恶魔先生，\就算你不可靠还总失败，也没有关系。
sc435_spa_5	我感觉到了心痛……\这就是爱吗？
sc435_spa_max	我希望自己的爱能传达到你的心里，\并将它填满！
sc436_spa_1	呼啊……\我快睡着了。\这里好平静。
sc436_spa_2	魔王争夺战结束之后，\我想跟希特莉姐姐过上平静的生活。\不知道她对此是怎么想的。
sc436_spa_3	我的世界充满了希特莉姐姐的芳香。\如果这是一场梦……\我希望自己永远不会醒来。
sc436_spa_4	恶魔先生，希特莉姐姐看起来真的很喜欢你。\我不太清楚自己该有何感受……\但只要她快乐，\我就无所谓。
sc436_spa_5	爱胜过一切。\不管是痛苦还是悲伤……在爱的面前，\那些不快都会烟消云散。
sc436_spa_max	简单来说，\我是因为希特莉姐姐才帮你的。\不过姐姐说的没错。\你是个不错的恶魔。
sc437_spa_1	呼啊……\好暖和。\快要融化了。\呵呵……
sc437_spa_2	嘿嘿。\我有个好主意。\往温泉里加点巧克力怎么样？
sc437_spa_3	主人。\据说巧克力里有一种叫可可的东西。\我想尝尝！\
sc437_spa_4	巧克力是恋爱味的，对吧？\如果你每天都吃，就会恋爱满满喔。
sc437_spa_5	听说巧克力以前是药。\主人，如果你昏倒了，我就喂你吃一些。\嘿嘿。
sc437_spa_max	噢，主人。\我的心像巧克力一样融化了！\嘿嘿。
sc438_spa_1	这很不错。我累垮了。\啊……我今天会睡得很香。
sc438_spa_2	别呆站在那里了。取悦取悦我吧！
sc438_spa_3	嗯，所以你也有想要的东西。别那么扭扭捏捏的，\直接说吧。又有谁知道呢？洛基有可能会实现你的愿望。
sc438_spa_4	你所爱的一切都会土崩瓦解。\不过别担心。洛基会取代一切的。
sc438_spa_5	我做了一个梦，梦到与他之间的回忆化为尘埃。\我好害怕。没有他的话，我……
sc438_spa_max	我的王。我的新郎。我的一切……\我的洛基。如果我能死在你的怀里……
sc439_spa_1	自律是偶像的基本素质。
sc439_spa_2	训练永远不会结束。\我做这些都是为了大师。
sc439_spa_3	要是更开放和诚实一点就好了。\我认为这样\大师会意识到我的感受。
sc439_spa_4	我一直对大师心存感激。\因为是他让我重获新生。
sc439_spa_5	有些事情即使你想说也说不出口。\但是不要放弃。\如果你有勇气，就一定能说出来。
sc439_spa_max	我喜欢你。\我想跟你永远在一起。\噢，这是……\我在练习告白。
sc440_spa_1	啊！泡温泉真的好放松。
sc440_spa_2	我永远都不会对泡温泉感到厌烦。\我们多来几次吧。
sc440_spa_3	有时，我希望自己能在这里待一整天。\这样不是很棒吗？
sc440_spa_4	我的小主人啊。你怎么会来这里？\嘻嘻。你何不过来跟我一起泡温泉呢？
sc440_spa_5	啊，我今天已经泡了好一段时间的温泉了。\如果你不介意的话，我当然很乐意待久一点。♡
sc440_spa_max	谢谢你带我来泡温泉。\让我抱你一下吧。啊，你不用逃跑的。♡
sc441_spa_1	我对独自享受这一切感到良心不安。
sc441_spa_2	这地方太棒了。恶魔，跟我说说关于这个\温泉的事。哦？你该不是想跑了吧？
sc441_spa_3	我的疲劳就这样消失了！\我想每天都来这里！
sc441_spa_4	正义的罗宾永远不会背叛自己忠诚的伙伴。\恶魔，只要你需要帮忙，尽管呼唤我。
sc441_spa_5	我觉得我们能好好合作的。\恶魔，你觉得如何？
sc441_spa_max	随你假装吧，我可是知道真相的……你是个善良且\正直的恶魔！啊！你的脸红了。嘿嘿。
sc442_spa_1	黑与白都来自你的内心。\小心不要倾向任何一方。
sc442_spa_2	一切都毫无意义，就连快乐与悲伤也是。可怜的家伙，\你真正想要的是什么？
sc442_spa_3	不用绝望。就连恶人都能成佛。\我知道你可以的。
sc442_spa_4	我不后悔遇见了你。\因为你，我才得以存在。
sc442_spa_5	恶魔，展现你善良的一面吧。\我会为你赌上性命的。
sc442_spa_max	我等不及见识未来我们的会面，\会引领我们走向何方了。
sc443_spa_1	这还真是意料之外。\你是怎么找到这么好的地点的？
sc443_spa_2	希望罗根跟我们一起在这里。
sc443_spa_3	我有个问题。\我们为什么到这里来啊？
sc443_spa_4	好奇我为什么会预告自己的到来吗？\那是因为我知道自己的能耐。
sc443_spa_5	我很怀念跟你一起合作的时光。\如果你改变主意了，就请告诉罗根。
sc443_spa_max	我们魅影怪盗能偷走一切。\也许有一天，还能夺走人的心。
sc445_spa_1	有时，撤退与休息是很有必要的。\这样才能准备下一场战斗。
sc445_spa_2	没有女神……\只是个什么都不知道的女孩。
sc445_spa_3	谁能想到我有一天会跟恶魔合作？
sc445_spa_4	如果我找到了般若，\我是否能从过去的痛苦中解脱呢？
sc445_spa_5	“因为你，我才得以存在。”\我到现在才理解这件事。
sc445_spa_max	我现在知道尼尔提那么\依赖你的原因了。
sc446_spa_1	你真是幸运啊。
sc446_spa_2	你在这里休息会有什么改变？\你的力量是天生的。
sc446_spa_3	我应该带朱诺大人和提瓦兹大人来这里的。\他们可能会暂停吵架一阵子。
sc446_spa_4	虽然夫妻间的争吵很令人疲倦，\但阿摩司岛是个不错的地方。
sc446_spa_5	你相信灵魂伴侣吗？我的话，不太确定……\如果你运气够好，也许会遇到这样的人。
sc446_spa_max	你时不时就会说些有趣的话。\你是个有趣的家伙。
sc447_spa_1	我是前往地狱的旅人。\这里是我这个可怜旅人的避难所吗？嘻嘻嘻……
sc447_spa_2	神不会聆听不义之人的祈祷……\好吧，如果你继续尝试，祂也许会意外听到的。
sc447_spa_3	如果你那么生气，那就祈祷吧。你哭喊得够大声的话，\也许神能听到。
sc447_spa_4	我会祈祷仁慈与平静降于你。\等等，那对你们恶魔来说是个诅咒，对吗？
